EEG,Alpha,delta,gamma,low_beta,high_beta,theta,Attention,Meditation
-1.293653010763228,0.010425860062241554,0.011552352458238602,0.009636553935706615,0.013443131931126118,0.00915408506989479,0.01610529236495495,60.46149063110352,25.45203971862793
2.481480401456356,0.009947988204658031,0.013120593503117561,0.00879450049251318,0.014224966056644917,0.009095844812691212,0.01987520232796669,64.78733825683594,21.70670318603516
-3.8367482405900954,0.011160830967128277,0.0129533177241683,0.008560491725802422,0.014048256911337376,0.008723767474293709,0.019709475338459015,67.30377197265625,21.703310012817383
0.7909591659903527,0.010191348381340504,0.012491866014897823,0.008093561977148056,0.014256102032959461,0.008736787363886833,0.017785904929041862,66.85051727294922,22.385847091674805
1.4406423005461693,0.011705352924764156,0.012318308465182781,0.007919644005596638,0.01346759032458067,0.007822924293577671,0.017498567700386047,67.07462310791016,22.558534622192383
-0.062138193249702454,0.010774520225822926,0.011285072192549706,0.008564768359065056,0.014860082417726517,0.008048925548791885,0.018117548897862434,70.92301177978516,20.45016860961914
3.525070022344589,0.011456076987087727,0.00892929919064045,0.008888269774615765,0.014268480241298676,0.007595073897391558,0.018458768725395203,73.38700103759766,19.27041244506836
2.0015310272574425,0.011398126371204853,0.011059685610234737,0.009425978176295757,0.014318966306746006,0.007618353236466646,0.019604993984103203,72.41413116455078,16.951892852783203
-10.992386782169342,0.012413340620696545,0.015012185089290142,0.010011821053922176,0.015970591455698013,0.008461111225187778,0.025030232965946198,68.3619155883789,16.385595321655273
-2.166798110604286,0.01130768097937107,0.017671525478363037,0.010517136193811893,0.014504560269415379,0.008398464880883694,0.027356719598174095,65.6062240600586,16.105920791625977
-7.454702520370484,0.013378060422837734,0.02452242188155651,0.01133671123534441,0.014946223236620426,0.009080708958208561,0.02883886732161045,61.066497802734375,15.983540534973145
1.2544404900074004,0.009611021727323532,0.02803363837301731,0.010347867384552956,0.01372840441763401,0.009035010822117329,0.024675866588950157,57.46100234985352,18.017353057861328
