EEG,Alpha,delta,gamma,low_beta,high_beta,theta,Attention,Meditation
-0.5494540601968765,0.006679253187030554,0.009413974359631538,0.011052614077925682,0.012418909929692745,0.007888372987508774,0.01175276841968298,31.28424072265625,17.572025299072266
-3.89618129581213,0.0062841614708304405,0.00991167314350605,0.010756529867649078,0.012614154256880283,0.007713676895946264,0.009929013438522816,34.48707580566406,18.568096160888672
1.4238618793338538,0.007001343183219433,0.012438274919986725,0.014868499711155891,0.01271851733326912,0.009062595665454865,0.0122584979981184,39.70157623291016,18.282638549804688
2.865345994308591,0.007625650614500046,0.014298181980848312,0.014428949914872646,0.011602206155657768,0.009450161829590797,0.012856287881731987,42.15958404541016,18.30208778381348
-0.36174699395895005,0.007990949787199497,0.014731373637914658,0.014085914939641953,0.011507602408528328,0.009150903671979904,0.013262465596199036,44.05390167236328,18.20577049255371
1.2379851341247559,0.00798103678971529,0.01537319179624319,0.014006341807544231,0.011784926988184452,0.00890323705971241,0.012984155677258968,44.7959098815918,18.080921173095703
-2.532750006467104,0.007747032213956118,0.0144297881051898,0.014018014073371887,0.010533996857702732,0.008418682031333447,0.01752050779759884,45.07698440551758,17.57450294494629
-4.169354797899723,0.007928833365440369,0.01348661258816719,0.009432555176317692,0.010835387744009495,0.007744728121906519,0.015156684443354607,42.00975799560547,20.17535781860352
-0.3146938219666481,0.00826247688382864,0.020063728094100952,0.010227932594716549,0.01202322542667389,0.007417112588882446,0.017694327980279922,44.37052536010742,19.99448776245117
-0.2405884999036789,0.009611611254513264,0.021312927827239037,0.009968644008040428,0.012222384102642536,0.008225704543292522,0.01984165608882904,47.188114166259766,19.926061630249023
0.6677641177177429,0.00966715533286333,0.025483256205916405,0.010684271343052387,0.013080991804599762,0.008046494796872139,0.019322024658322334,49.58294677734375,19.952245712280277
-0.6448490502685309,0.008664343506097794,0.024634821340441704,0.010706956498324871,0.012420859187841415,0.0077462815679609776,0.017771247774362564,50.62852478027344,19.950305938720703
0.957061365544796,0.008584982715547085,0.02289419062435627,0.01187626738101244,0.013255558907985687,0.008881780318915844,0.01593373902142048,50.1208610534668,19.94211769104004
-0.51068289488554,0.008676423691213131,0.022143162786960602,0.01225623395293951,0.01238300558179617,0.009149204008281231,0.01688499003648758,49.937686920166016,19.42296600341797
1.3462762793898582,0.007309376262128353,0.020416542887687683,0.012174592353403568,0.012202107347548008,0.008945392444729805,0.013974389992654324,48.02413940429688,19.47763442993164
-12.863161535263062,0.006843958515673876,0.02058332785964012,0.011686318553984165,0.011041287332773209,0.009122517891228199,0.015454680658876896,46.07003021240234,19.57026672363281
8.271502074599265,0.008305441588163376,0.031639475375413895,0.012165811844170094,0.011166348122060299,0.009774094447493553,0.017538290470838547,47.145267486572266,19.67553329467773
-0.07149212181568146,0.007360014598816633,0.030033335089683533,0.011791101656854153,0.011124566197395325,0.00894043780863285,0.019012408331036568,49.523136138916016,19.71723937988281
0.3364348328113556,0.0068312035873532295,0.030139317736029625,0.011835141107439995,0.012406179681420326,0.008808445185422897,0.016978099942207336,51.47539520263672,19.25330924987793
6.027373041510582,0.008251860737800598,0.03198128566145897,0.012063232250511646,0.012052411213517189,0.008664458058774471,0.019547713920474052,51.63948822021485,19.0068302154541
-1.2584567594528198,0.008223329670727253,0.03126936033368111,0.011947360821068287,0.013055343180894852,0.008896416053175926,0.020213058218359947,52.39277648925781,16.169097900390625
-1.4451362046226859,0.007365865632891655,0.023698804900050163,0.011801806278526783,0.013057490810751915,0.008375464007258415,0.017406051978468895,52.41678237915039,14.932762145996094
-3.2210797068476675,0.007205617614090443,0.022166214883327484,0.010906851850450039,0.013262161985039711,0.007720184046775103,0.017140652984380722,53.28715133666992,15.499957084655762
-4.067263674736023,0.0076980250887572765,0.024001237004995346,0.011662786826491356,0.013596403412520885,0.008145040832459927,0.014256280846893787,53.45774459838867,17.710641860961914
1.673647290095687,0.007265971042215824,0.02163097821176052,0.011807010509073734,0.013674327172338963,0.007320930249989033,0.01573852077126503,54.58092498779297,17.57838249206543
-0.09719390392303467,0.006740438751876354,0.01778664067387581,0.01170101948082447,0.014153295196592808,0.007199495565146208,0.013447420671582222,54.94712829589844,17.599964141845703
2.3926820850372312,0.0066837347112596035,0.01925671473145485,0.011786135844886303,0.014072030782699585,0.006879034452140331,0.013922911137342453,58.7530632019043,17.599241256713867
-2.0032361978292466,0.007339566946029663,0.01961013488471508,0.011567095294594765,0.013617741875350475,0.007598766591399908,0.014174032025039196,56.18288803100586,14.75865650177002
4.453802585303784,0.00678650476038456,0.014986809343099594,0.010870132595300674,0.013361632823944092,0.007385898381471634,0.014378959313035011,54.49863815307617,14.877401351928713
-0.8017808522284031,0.006743610370904207,0.017309177666902542,0.011043718084692955,0.013579243794083595,0.007555476389825344,0.010614841245114803,53.5728874206543,15.875353813171388
0.2051082269847393,0.006920135114341974,0.016355669125914574,0.011704484932124615,0.012237596325576305,0.008016154170036316,0.011141253635287285,52.93077087402344,16.23704719543457
0.009375739581882954,0.007265380118042231,0.015312549658119678,0.011373979039490223,0.012776379473507404,0.008395054377615452,0.012417903169989586,53.69871139526367,16.46757698059082
1.0337232920899988,0.007581768557429314,0.015882408246397972,0.011677454225718975,0.014747602865099907,0.007978687062859535,0.01040721870958805,54.22001266479492,16.542463302612305
-0.7754582500457764,0.007600927259773016,0.015224630013108253,0.010625598952174187,0.014325262047350407,0.008020195178687572,0.012343713082373142,54.94786071777344,16.541337966918945
0.05325722813606262,0.00693907355889678,0.012794037349522114,0.01093408651649952,0.016372134909033775,0.008545784279704094,0.011135771870613098,58.43577194213867,16.66242790222168
2.9656726571917535,0.006971522234380245,0.014382587745785713,0.010764668695628643,0.01540690939873457,0.00742528447881341,0.011079124175012112,59.4420166015625,16.59926414489746
-0.8954517205059528,0.0068891518749296665,0.012923050671815872,0.0109562948346138,0.015226618386805058,0.007192653603851795,0.010242617689073086,56.3961181640625,18.648609161376957
2.2949865709990265,0.007189098279923201,0.014611171558499336,0.010976426303386688,0.015055246651172638,0.007030426990240812,0.009734353050589561,54.46807861328125,21.23196029663086
0.3371813736646436,0.006625514477491379,0.014994324184954166,0.011696034111082554,0.014512332156300545,0.00799130741506815,0.011352899484336376,54.628265380859375,21.435302734375
-0.836563304066658,0.006600932218134403,0.01808329112827778,0.012607606127858162,0.013348400592803955,0.008931504562497139,0.013117487542331219,54.41545104980469,21.34472274780273
1.0626090477406978,0.005798459984362125,0.017423659563064575,0.012751838192343712,0.014001468196511269,0.008501298725605011,0.01312860194593668,54.394832611083984,21.042308807373047
-1.2294072814658283,0.006575960200279951,0.017480313777923584,0.012453938834369183,0.012960602529346943,0.008648007176816463,0.011844797059893608,54.14609909057617,20.9703311920166
1.2484350443631411,0.006094477605074644,0.01807812787592411,0.012470193207263947,0.01370250154286623,0.008323794230818748,0.010786136612296104,53.64729309082031,20.42329978942871
