EEG,Alpha,delta,gamma,low_beta,high_beta,theta,Attention,Meditation
23.61442680940032,0.01417276356369257,0.19237029552459717,0.07443257421255112,0.04098935052752495,0.04197441041469574,0.050835736095905304,26.61372947692871,13.669222831726074
-7.961788476109505,0.015476793050765991,0.1959492713212967,0.07390568405389786,0.043367356061935425,0.04190190136432648,0.046565741300582886,26.61372947692871,13.669222831726074
-11.424854836463929,0.015659641474485397,0.18890948593616486,0.07625940442085266,0.04378514736890793,0.04619975388050079,0.05080612748861313,27.552797317504883,13.736490249633787
2.5790793532133103,0.014483129605650902,0.06237983703613281,0.04532407969236374,0.0320301428437233,0.03449635207653046,0.023333899676799774,31.00564193725586,13.721362113952637
0.6904926431179047,0.01272792462259531,0.05492119863629341,0.050243254750967026,0.03222943842411041,0.03772847726941109,0.023481404408812523,31.00564193725586,13.721362113952637
4.0800376409292225,0.012402326799929142,0.05473802611231804,0.04960882291197777,0.035829685628414154,0.038991011679172516,0.020448951050639153,31.84620475769043,13.695345878601074
4.805975808501244,0.01113695465028286,0.026096828281879425,0.050657376646995544,0.03342004492878914,0.03644855320453644,0.022536110132932663,32.83048248291016,13.68195915222168
2.3749494311213493,0.010559451766312122,0.02283513732254505,0.04662585258483887,0.03055972419679165,0.030892739072442055,0.016553180292248726,34.50282669067383,13.628164291381836
8.646566743850707,0.010398069396615028,0.02711739018559456,0.04045075178146362,0.028374791145324707,0.026580333709716797,0.01809382438659668,34.50282669067383,13.628164291381836
4.197427057921886,0.011955736204981804,0.04025021567940712,0.03125429153442383,0.02673972211778164,0.022064628079533577,0.025279661640524864,33.96559524536133,13.907163619995115
2.203833190202713,0.011226968839764595,0.038570716977119446,0.029585406184196472,0.026137134060263634,0.022959871217608452,0.023320656269788742,36.603145599365234,13.946870803833008
1.5586600697040558,0.01193266175687313,0.04084208235144615,0.027876511216163635,0.023694345727562904,0.023976949974894524,0.023496510460972786,36.1128158569336,14.004846572875977
4.587189662456512,0.01270894892513752,0.03526907041668892,0.029890649020671844,0.023865902796387672,0.023790281265974045,0.022729190066456795,34.425315856933594,14.00932788848877
4.328888230621815,0.011685209348797798,0.03743980824947357,0.03130220249295235,0.025942834094166756,0.024497725069522858,0.021756917238235474,32.145347595214844,14.002301216125488
-2.744564058184624,0.012967499904334545,0.01913229376077652,0.032260723412036896,0.026500314474105835,0.024757597595453262,0.012900867499411106,36.028282165527344,14.024328231811523
-0.43203128457069395,0.012794679030776024,0.02204427309334278,0.03203566372394562,0.026316190138459206,0.025087876245379448,0.017376592382788658,38.15372085571289,14.112767219543455
1.1760833138227462,0.012308457866311073,0.03800158575177193,0.03475359082221985,0.027301684021949768,0.02240799367427826,0.02540857531130314,38.99977493286133,14.132563591003418
4.686717427372932,0.010343191213905811,0.03849826753139496,0.03214660659432411,0.028673633933067322,0.024635834619402885,0.025804484263062477,37.62824630737305,13.9489107131958
4.626975433826447,0.012358932755887508,0.041904933750629425,0.031402576714754105,0.026558374986052513,0.02509896643459797,0.024788377806544304,38.5178337097168,13.927824020385742
-2.389066081047058,0.010392285883426666,0.04106133431196213,0.029916351661086082,0.024248862639069557,0.022777825593948364,0.025883426889777184,39.31037139892578,13.064926147460938
1.70464996881783,0.011404767632484436,0.041129086166620255,0.028297560289502144,0.022240569815039635,0.020965861156582832,0.02345171943306923,40.13765335083008,12.297202110290527
0.4924261328391731,0.010180147364735603,0.03531242161989212,0.02273058518767357,0.01975163258612156,0.01707489788532257,0.019707150757312775,39.12434768676758,11.740201950073242
-3.5450425070524214,0.011537466198205948,0.037829503417015076,0.021065102890133858,0.017921030521392822,0.016322661191225052,0.02079520747065544,41.79571533203125,11.62906265258789
-15.84468843460083,0.0103447949513793,0.041967812925577164,0.020045598968863487,0.01796148158609867,0.017556622624397278,0.022944748401641846,45.52248764038086,11.684675216674805
0.8246822673082351,0.010271165519952774,0.04319814592599869,0.019915858283638954,0.017772233113646507,0.01701067015528679,0.02333894744515419,48.53243637084961,11.782987594604492
-0.647605984210968,0.010145698674023151,0.04574594646692276,0.018704567104578018,0.017370622605085373,0.01576372981071472,0.023842742666602135,50.55027389526367,12.193220138549805
0.11529014527797699,0.009969230741262436,0.03279676288366318,0.0174750704318285,0.01706194318830967,0.014927505515515804,0.0185463335365057,51.953895568847656,12.63082504272461
2.5657023609802128,0.008587390184402466,0.029624151065945625,0.01545612420886755,0.014579079113900661,0.012471889145672321,0.018180543556809425,53.09856414794922,14.803640365600586
